date,BTC,ETH
2025-10-23 13:54:20,109397.0,3885.87
2025-10-23 13:59:07,109453.0,3888.74
2025-10-23 13:59:10,109453.0,3888.74
2025-10-23 15:13:54,109431.0,3877.78
2025-10-23 15:13:56,109431.0,3877.78
2025-10-23 15:13:57,109431.0,3877.78
2025-10-23 15:13:58,109431.0,3877.78
2025-10-23 15:13:59,109431.0,3877.78
